Module Name: 1 Module Base 00400000
SectionNumber: 00000001   SectionVirtualAddress: 00401000
SectionNumber: 00000002   SectionVirtualAddress: 00498000
SectionNumber: 00000003   SectionVirtualAddress: 0049f000
SectionNumber: 00000004   SectionVirtualAddress: 004a2000
SectionNumber: 00000005   SectionVirtualAddress: 004a3000
seg:offset: 0001:0008CFD9  Address: 0048dfd9  symbol£ºloc_48DFD9
seg:offset: 0001:0008CFF5  Address: 0048dff5  symbol£ºloc_48DFF5
seg:offset: 0001:0008CFFC  Address: 0048dffc  symbol£ºfp_format_nan_or_infinity(__acrt_fp_class,bool,char *,uint,bool)
seg:offset: 0001:0008D028  Address: 0048e028  symbol£ºloc_48E028
seg:offset: 0001:0008D037  Address: 0048e037  symbol£ºloc_48E037
seg:offset: 0001:0008D043  Address: 0048e043  symbol£ºloc_48E043
seg:offset: 0001:0008D0BC  Address: 0048e0bc  symbol£ºloc_48E0BC
seg:offset: 0001:0008D0F4  Address: 0048e0f4  symbol£ºshift_bytes(char * const,uint,char * const,int)
seg:offset: 0001:0008D10A  Address: 0048e10a  symbol£ºloc_48E10A
seg:offset: 0001:0008D126  Address: 0048e126  symbol£ºloc_48E126
seg:offset: 0001:0008D128  Address: 0048e128  symbol£º___acrt_fp_format
seg:offset: 0001:0008D14E  Address: 0048e14e  symbol£ºloc_48E14E
seg:offset: 0001:0008D162  Address: 0048e162  symbol£ºloc_48E162
seg:offset: 0001:0008D178  Address: 0048e178  symbol£ºloc_48E178
seg:offset: 0001:0008D193  Address: 0048e193  symbol£ºloc_48E193
seg:offset: 0001:0008D197  Address: 0048e197  symbol£ºloc_48E197
seg:offset: 0001:0008D1D4  Address: 0048e1d4  symbol£ºloc_48E1D4
seg:offset: 0001:0008D1E3  Address: 0048e1e3  symbol£ºloc_48E1E3
seg:offset: 0001:0008D1E5  Address: 0048e1e5  symbol£ºloc_48E1E5
seg:offset: 0001:0008D1F7  Address: 0048e1f7  symbol£ºloc_48E1F7
seg:offset: 0001:0008D213  Address: 0048e213  symbol£ºloc_48E213
seg:offset: 0001:0008D216  Address: 0048e216  symbol£ºloc_48E216
seg:offset: 0001:0008D239  Address: 0048e239  symbol£ºloc_48E239
seg:offset: 0001:0008D251  Address: 0048e251  symbol£ºloc_48E251
seg:offset: 0001:0008D268  Address: 0048e268  symbol£ºloc_48E268
seg:offset: 0001:0008D26B  Address: 0048e26b  symbol£ºloc_48E26B
seg:offset: 0001:0008D26C  Address: 0048e26c  symbol£ºloc_48E26C
seg:offset: 0001:0008D272  Address: 0048e272  symbol£º__fileno
seg:offset: 0001:0008D293  Address: 0048e293  symbol£ºloc_48E293
seg:offset: 0001:0008D298  Address: 0048e298  symbol£º__fputc_nolock
seg:offset: 0001:0008D2B3  Address: 0048e2b3  symbol£ºloc_48E2B3
seg:offset: 0001:0008D2C1  Address: 0048e2c1  symbol£º__get_printf_count_output
seg:offset: 0001:0008D2D6  Address: 0048e2d6  symbol£º___acrt_stdio_begin_temporary_buffering_nolock
seg:offset: 0001:0008D2F8  Address: 0048e2f8  symbol£ºloc_48E2F8
seg:offset: 0001:0008D310  Address: 0048e310  symbol£ºloc_48E310
seg:offset: 0001:0008D320  Address: 0048e320  symbol£ºloc_48E320
seg:offset: 0001:0008D36B  Address: 0048e36b  symbol£ºloc_48E36B
seg:offset: 0001:0008D380  Address: 0048e380  symbol£ºloc_48E380
seg:offset: 0001:0008D384  Address: 0048e384  symbol£ºloc_48E384
seg:offset: 0001:0008D386  Address: 0048e386  symbol£ºloc_48E386
seg:offset: 0001:0008D388  Address: 0048e388  symbol£ºloc_48E388
seg:offset: 0001:0008D38B  Address: 0048e38b  symbol£º___acrt_stdio_end_temporary_buffering_nolock
seg:offset: 0001:0008D3C0  Address: 0048e3c0  symbol£ºloc_48E3C0
seg:offset: 0001:0008D3C2  Address: 0048e3c2  symbol£ºloc_48E3C2
seg:offset: 0001:0008D3C4  Address: 0048e3c4  symbol£º___pctype_func
seg:offset: 0001:0008D3EA  Address: 0048e3ea  symbol£º__isctype_l
seg:offset: 0001:0008D420  Address: 0048e420  symbol£ºloc_48E420
seg:offset: 0001:0008D44E  Address: 0048e44e  symbol£ºloc_48E44E
seg:offset: 0001:0008D459  Address: 0048e459  symbol£ºloc_48E459
seg:offset: 0001:0008D492  Address: 0048e492  symbol£ºloc_48E492
seg:offset: 0001:0008D496  Address: 0048e496  symbol£ºloc_48E496
seg:offset: 0001:0008D49A  Address: 0048e49a  symbol£ºloc_48E49A
seg:offset: 0001:0008D4AD  Address: 0048e4ad  symbol£ºloc_48E4AD
seg:offset: 0001:0008D4BC  Address: 0048e4bc  symbol£º__fgetc_nolock
seg:offset: 0001:0008D4DD  Address: 0048e4dd  symbol£ºloc_48E4DD
seg:offset: 0001:0008D4EC  Address: 0048e4ec  symbol£ºloc_48E4EC
seg:offset: 0001:0008D4F8  Address: 0048e4f8  symbol£º__getc_nolock
seg:offset: 0001:0008D503  Address: 0048e503  symbol£º__ungetc_nolock
seg:offset: 0001:0008D545  Address: 0048e545  symbol£ºloc_48E545
seg:offset: 0001:0008D547  Address: 0048e547  symbol£ºloc_48E547
seg:offset: 0001:0008D569  Address: 0048e569  symbol£ºloc_48E569
seg:offset: 0001:0008D56F  Address: 0048e56f  symbol£ºloc_48E56F
seg:offset: 0001:0008D584  Address: 0048e584  symbol£ºloc_48E584
seg:offset: 0001:0008D587  Address: 0048e587  symbol£ºloc_48E587
seg:offset: 0001:0008D5A0  Address: 0048e5a0  symbol£ºloc_48E5A0
seg:offset: 0001:0008D5B0  Address: 0048e5b0  symbol£ºloc_48E5B0
seg:offset: 0001:0008D5C0  Address: 0048e5c0  symbol£ºloc_48E5C0
seg:offset: 0001:0008D5D4  Address: 0048e5d4  symbol£ºloc_48E5D4
seg:offset: 0001:0008D5D9  Address: 0048e5d9  symbol£ºloc_48E5D9
seg:offset: 0001:0008D5DB  Address: 0048e5db  symbol£ºloc_48E5DB
seg:offset: 0001:0008D5ED  Address: 0048e5ed  symbol£ºloc_48E5ED
seg:offset: 0001:0008D5EE  Address: 0048e5ee  symbol£ºloc_48E5EE
seg:offset: 0001:0008D5F2  Address: 0048e5f2  symbol£º_fegetround
seg:offset: 0001:0008D5FD  Address: 0048e5fd  symbol£ºunknown_libname_42
seg:offset: 0001:0008D60F  Address: 0048e60f  symbol£ºloc_48E60F
seg:offset: 0001:0008D615  Address: 0048e615  symbol£ºcommon_expand_argv_wildcards<char>(char * * const,char * * * const)
seg:offset: 0001:0008D63B  Address: 0048e63b  symbol£ºloc_48E63B
seg:offset: 0001:0008D655  Address: 0048e655  symbol£ºloc_48E655
seg:offset: 0001:0008D683  Address: 0048e683  symbol£ºloc_48E683
seg:offset: 0001:0008D692  Address: 0048e692  symbol£ºloc_48E692
seg:offset: 0001:0008D6AB  Address: 0048e6ab  symbol£ºloc_48E6AB
seg:offset: 0001:0008D6D3  Address: 0048e6d3  symbol£ºloc_48E6D3
seg:offset: 0001:0008D6DB  Address: 0048e6db  symbol£ºloc_48E6DB
seg:offset: 0001:0008D6FF  Address: 0048e6ff  symbol£ºloc_48E6FF
seg:offset: 0001:0008D718  Address: 0048e718  symbol£ºloc_48E718
seg:offset: 0001:0008D731  Address: 0048e731  symbol£ºloc_48E731
seg:offset: 0001:0008D739  Address: 0048e739  symbol£ºloc_48E739
seg:offset: 0001:0008D778  Address: 0048e778  symbol£ºloc_48E778
seg:offset: 0001:0008D77F  Address: 0048e77f  symbol£ºloc_48E77F
seg:offset: 0001:0008D787  Address: 0048e787  symbol£ºloc_48E787
seg:offset: 0001:0008D793  Address: 0048e793  symbol£ºloc_48E793
seg:offset: 0001:0008D798  Address: 0048e798  symbol£ºloc_48E798
seg:offset: 0001:0008D7A5  Address: 0048e7a5  symbol£ºcopy_and_add_argument_to_buffer<char>(char const * const,char const * const,uint,`anonymous namespace'::argument_list<char> &)
seg:offset: 0001:0008D7B1  Address: 0048e7b1  symbol£ºloc_48E7B1
seg:offset: 0001:0008D7D0  Address: 0048e7d0  symbol£ºloc_48E7D0
seg:offset: 0001:0008D7F9  Address: 0048e7f9  symbol£ºloc_48E7F9
seg:offset: 0001:0008D829  Address: 0048e829  symbol£ºloc_48E829
seg:offset: 0001:0008D82E  Address: 0048e82e  symbol£ºloc_48E82E
seg:offset: 0001:0008D83B  Address: 0048e83b  symbol£ºexpand_argument_wildcards<char>(char * const,char * const,`anonymous namespace'::argument_list<char> &)
seg:offset: 0001:0008D864  Address: 0048e864  symbol£ºloc_48E864
seg:offset: 0001:0008D87D  Address: 0048e87d  symbol£ºloc_48E87D
seg:offset: 0001:0008D881  Address: 0048e881  symbol£ºloc_48E881
seg:offset: 0001:0008D89F  Address: 0048e89f  symbol£ºloc_48E89F
seg:offset: 0001:0008D8B4  Address: 0048e8b4  symbol£ºloc_48E8B4
seg:offset: 0001:0008D8B7  Address: 0048e8b7  symbol£ºloc_48E8B7
seg:offset: 0001:0008D909  Address: 0048e909  symbol£ºloc_48E909
seg:offset: 0001:0008D90B  Address: 0048e90b  symbol£ºloc_48E90B
seg:offset: 0001:0008D917  Address: 0048e917  symbol£ºloc_48E917
seg:offset: 0001:0008D919  Address: 0048e919  symbol£ºloc_48E919
seg:offset: 0001:0008D92A  Address: 0048e92a  symbol£ºloc_48E92A
seg:offset: 0001:0008D938  Address: 0048e938  symbol£ºloc_48E938
seg:offset: 0001:0008D959  Address: 0048e959  symbol£ºloc_48E959
seg:offset: 0001:0008D974  Address: 0048e974  symbol£ºloc_48E974
seg:offset: 0001:0008D9BF  Address: 0048e9bf  symbol£ºunknown_libname_43
seg:offset: 0001:0008D9C9  Address: 0048e9c9  symbol£ºloc_48E9C9
seg:offset: 0001:0008D9D4  Address: 0048e9d4  symbol£ºloc_48E9D4
seg:offset: 0001:0008D9E4  Address: 0048e9e4  symbol£ºsub_48E9E4
seg:offset: 0001:0008DA05  Address: 0048ea05  symbol£ºloc_48EA05
seg:offset: 0001:0008DA13  Address: 0048ea13  symbol£ºloc_48EA13
seg:offset: 0001:0008DA19  Address: 0048ea19  symbol£ºunknown_libname_44
seg:offset: 0001:0008DA27  Address: 0048ea27  symbol£ºloc_48EA27
seg:offset: 0001:0008DA2B  Address: 0048ea2b  symbol£ºloc_48EA2B
seg:offset: 0001:0008DA4B  Address: 0048ea4b  symbol£ºloc_48EA4B
seg:offset: 0001:0008DA50  Address: 0048ea50  symbol£ºloc_48EA50
seg:offset: 0001:0008DA5B  Address: 0048ea5b  symbol£ºloc_48EA5B
seg:offset: 0001:0008DA82  Address: 0048ea82  symbol£ºloc_48EA82
seg:offset: 0001:0008DA92  Address: 0048ea92  symbol£ºloc_48EA92
seg:offset: 0001:0008DA9D  Address: 0048ea9d  symbol£ºloc_48EA9D
seg:offset: 0001:0008DAA0  Address: 0048eaa0  symbol£º___acrt_expand_narrow_argv_wildcards
seg:offset: 0001:0008DAAB  Address: 0048eaab  symbol£º??$?RV<lambda_c76fdea48760d5f9368b465f31df4405>@@AAV<lambda_e378711a6f6581bf7f0efd7cdf97f5d9>@@V<lambda_e927a58b2a85c081d733e8c6192ae2d2>@@@?$__crt_seh_guarded_call@X@@QAEX$$QAV<lambda_c76fdea48760d5f9368b465f31df4405>@@AAV<lambda_e378711a6f6581bf7f0efd7cdf97f5d9>@@$$QAV<lambda_e927a58b2a85c081d733e8c6192ae2d2>@@@Z
seg:offset: 0001:0008DADA  Address: 0048eada  symbol£ºloc_48EADA
seg:offset: 0001:0008DAE2  Address: 0048eae2  symbol£ºloc_48EAE2
seg:offset: 0001:0008DAEE  Address: 0048eaee  symbol£ºsub_48EAEE
seg:offset: 0001:0008DB16  Address: 0048eb16  symbol£º??R<lambda_ad1ced32f4ac17aa236e5ef05d6b3b7c>@@QBEXXZ
seg:offset: 0001:0008DBC2  Address: 0048ebc2  symbol£ºloc_48EBC2
seg:offset: 0001:0008DBDA  Address: 0048ebda  symbol£ºCPtoLocaleName(int)
seg:offset: 0001:0008DBFC  Address: 0048ebfc  symbol£ºloc_48EBFC
seg:offset: 0001:0008DC03  Address: 0048ec03  symbol£ºloc_48EC03
seg:offset: 0001:0008DC0A  Address: 0048ec0a  symbol£ºloc_48EC0A
seg:offset: 0001:0008DC11  Address: 0048ec11  symbol£ºloc_48EC11
seg:offset: 0001:0008DC18  Address: 0048ec18  symbol£ºgetSystemCP(int)
seg:offset: 0001:0008DC4B  Address: 0048ec4b  symbol£ºloc_48EC4B
seg:offset: 0001:0008DC62  Address: 0048ec62  symbol£ºloc_48EC62
seg:offset: 0001:0008DC77  Address: 0048ec77  symbol£ºloc_48EC77
seg:offset: 0001:0008DC87  Address: 0048ec87  symbol£ºloc_48EC87
seg:offset: 0001:0008DC8B  Address: 0048ec8b  symbol£ºsetSBCS(__crt_multibyte_data *)
seg:offset: 0001:0008DCCA  Address: 0048ecca  symbol£ºloc_48ECCA
seg:offset: 0001:0008DCE0  Address: 0048ece0  symbol£ºloc_48ECE0
seg:offset: 0001:0008DCF0  Address: 0048ecf0  symbol£ºsetSBUpLow(__crt_multibyte_data *)
seg:offset: 0001:0008DD2C  Address: 0048ed2c  symbol£ºloc_48ED2C
seg:offset: 0001:0008DD4D  Address: 0048ed4d  symbol£ºloc_48ED4D
seg:offset: 0001:0008DD56  Address: 0048ed56  symbol£ºloc_48ED56
seg:offset: 0001:0008DD63  Address: 0048ed63  symbol£ºloc_48ED63
seg:offset: 0001:0008DD67  Address: 0048ed67  symbol£ºloc_48ED67
seg:offset: 0001:0008DD6C  Address: 0048ed6c  symbol£ºloc_48ED6C
seg:offset: 0001:0008DDD9  Address: 0048edd9  symbol£ºloc_48EDD9
seg:offset: 0001:0008DDF3  Address: 0048edf3  symbol£ºloc_48EDF3
seg:offset: 0001:0008DE03  Address: 0048ee03  symbol£ºloc_48EE03
seg:offset: 0001:0008DE0C  Address: 0048ee0c  symbol£ºloc_48EE0C
seg:offset: 0001:0008DE13  Address: 0048ee13  symbol£ºloc_48EE13
seg:offset: 0001:0008DE1A  Address: 0048ee1a  symbol£ºloc_48EE1A
seg:offset: 0001:0008DE2D  Address: 0048ee2d  symbol£ºloc_48EE2D
seg:offset: 0001:0008DE49  Address: 0048ee49  symbol£ºloc_48EE49
seg:offset: 0001:0008DE5C  Address: 0048ee5c  symbol£ºloc_48EE5C
seg:offset: 0001:0008DE60  Address: 0048ee60  symbol£ºloc_48EE60
seg:offset: 0001:0008DE62  Address: 0048ee62  symbol£ºloc_48EE62
seg:offset: 0001:0008DE73  Address: 0048ee73  symbol£ºloc_48EE73
seg:offset: 0001:0008DE84  Address: 0048ee84  symbol£ºsetmbcp_internal(int,bool)
seg:offset: 0001:0008DEB4  Address: 0048eeb4  symbol£ºloc_48EEB4
seg:offset: 0001:0008DEF9  Address: 0048eef9  symbol£ºloc_48EEF9
seg:offset: 0001:0008DEFB  Address: 0048eefb  symbol£ºloc_48EEFB
seg:offset: 0001:0008DF07  Address: 0048ef07  symbol£ºloc_48EF07
seg:offset: 0001:0008DF0B  Address: 0048ef0b  symbol£ºloc_48EF0B
seg:offset: 0001:0008DF16  Address: 0048ef16  symbol£ºloc_48EF16
seg:offset: 0001:0008DF38  Address: 0048ef38  symbol£ºloc_48EF38
seg:offset: 0001:0008DF85  Address: 0048ef85  symbol£º___acrt_initialize_multibyte
seg:offset: 0001:0008DFA0  Address: 0048efa0  symbol£ºloc_48EFA0
seg:offset: 0001:0008DFA3  Address: 0048efa3  symbol£º___acrt_update_thread_multibyte_data
seg:offset: 0001:0008DFD1  Address: 0048efd1  symbol£ºloc_48EFD1
seg:offset: 0001:0008DFDA  Address: 0048efda  symbol£ºloc_48EFDA
seg:offset: 0001:0008E00F  Address: 0048f00f  symbol£ºloc_48F00F
seg:offset: 0001:0008E023  Address: 0048f023  symbol£ºloc_48F023
seg:offset: 0001:0008E02F  Address: 0048f02f  symbol£ºloc_48F02F
seg:offset: 0001:0008E031  Address: 0048f031  symbol£ºloc_48F031
seg:offset: 0001:0008E034  Address: 0048f034  symbol£ºloc_48F034
seg:offset: 0001:0008E03D  Address: 0048f03d  symbol£ºloc_48F03D
seg:offset: 0001:0008E045  Address: 0048f045  symbol£º__setmbcp_nolock
seg:offset: 0001:0008E079  Address: 0048f079  symbol£ºloc_48F079
seg:offset: 0001:0008E083  Address: 0048f083  symbol£ºloc_48F083
seg:offset: 0001:0008E106  Address: 0048f106  symbol£ºloc_48F106
seg:offset: 0001:0008E115  Address: 0048f115  symbol£ºloc_48F115
seg:offset: 0001:0008E11B  Address: 0048f11b  symbol£ºloc_48F11B
seg:offset: 0001:0008E127  Address: 0048f127  symbol£ºloc_48F127
seg:offset: 0001:0008E12F  Address: 0048f12f  symbol£ºloc_48F12F
seg:offset: 0001:0008E14E  Address: 0048f14e  symbol£ºloc_48F14E
seg:offset: 0001:0008E151  Address: 0048f151  symbol£ºloc_48F151
seg:offset: 0001:0008E15E  Address: 0048f15e  symbol£ºloc_48F15E
seg:offset: 0001:0008E171  Address: 0048f171  symbol£ºloc_48F171
seg:offset: 0001:0008E179  Address: 0048f179  symbol£ºloc_48F179
seg:offset: 0001:0008E19B  Address: 0048f19b  symbol£ºloc_48F19B
seg:offset: 0001:0008E1A2  Address: 0048f1a2  symbol£ºloc_48F1A2
seg:offset: 0001:0008E1B1  Address: 0048f1b1  symbol£ºloc_48F1B1
seg:offset: 0001:0008E1C8  Address: 0048f1c8  symbol£ºloc_48F1C8
seg:offset: 0001:0008E1CC  Address: 0048f1cc  symbol£ºloc_48F1CC
seg:offset: 0001:0008E1D4  Address: 0048f1d4  symbol£ºloc_48F1D4
seg:offset: 0001:0008E1D7  Address: 0048f1d7  symbol£ºloc_48F1D7
seg:offset: 0001:0008E20B  Address: 0048f20b  symbol£ºloc_48F20B
seg:offset: 0001:0008E21C  Address: 0048f21c  symbol£ºloc_48F21C
seg:offset: 0001:0008E222  Address: 0048f222  symbol£ºloc_48F222
seg:offset: 0001:0008E225  Address: 0048f225  symbol£ºloc_48F225
seg:offset: 0001:0008E226  Address: 0048f226  symbol£ºloc_48F226
seg:offset: 0001:0008E236  Address: 0048f236  symbol£ºx_ismbbtype_l(__crt_locale_pointers *,uint,int,int)
seg:offset: 0001:0008E26F  Address: 0048f26f  symbol£ºloc_48F26F
seg:offset: 0001:0008E271  Address: 0048f271  symbol£ºloc_48F271
seg:offset: 0001:0008E275  Address: 0048f275  symbol£ºloc_48F275
seg:offset: 0001:0008E278  Address: 0048f278  symbol£ºloc_48F278
seg:offset: 0001:0008E289  Address: 0048f289  symbol£ºloc_48F289
seg:offset: 0001:0008E28F  Address: 0048f28f  symbol£º__ismbblead
seg:offset: 0001:0008E2A7  Address: 0048f2a7  symbol£ºfind_end_of_double_null_terminated_sequence(wchar_t const * const)
seg:offset: 0001:0008E2B8  Address: 0048f2b8  symbol£ºloc_48F2B8
seg:offset: 0001:0008E2BD  Address: 0048f2bd  symbol£ºloc_48F2BD
seg:offset: 0001:0008E2D8  Address: 0048f2d8  symbol£ºloc_48F2D8
seg:offset: 0001:0008E2DE  Address: 0048f2de  symbol£º___dcrt_get_narrow_environment_from_os
seg:offset: 0001:0008E340  Address: 0048f340  symbol£ºloc_48F340
seg:offset: 0001:0008E342  Address: 0048f342  symbol£ºloc_48F342
seg:offset: 0001:0008E34B  Address: 0048f34b  symbol£ºloc_48F34B
seg:offset: 0001:0008E34D  Address: 0048f34d  symbol£ºloc_48F34D
seg:offset: 0001:0008E358  Address: 0048f358  symbol£ºloc_48F358
seg:offset: 0001:0008E361  Address: 0048f361  symbol£ºcommon_set_variable_in_environment_nolock<char>(char * const,int)
seg:offset: 0001:0008E381  Address: 0048f381  symbol£ºloc_48F381
seg:offset: 0001:0008E3C4  Address: 0048f3c4  symbol£ºloc_48F3C4
seg:offset: 0001:0008E3E4  Address: 0048f3e4  symbol£ºloc_48F3E4
seg:offset: 0001:0008E3EF  Address: 0048f3ef  symbol£ºloc_48F3EF
seg:offset: 0001:0008E3F2  Address: 0048f3f2  symbol£ºloc_48F3F2
seg:offset: 0001:0008E3FD  Address: 0048f3fd  symbol£ºloc_48F3FD
seg:offset: 0001:0008E402  Address: 0048f402  symbol£ºloc_48F402
seg:offset: 0001:0008E40A  Address: 0048f40a  symbol£ºloc_48F40A
seg:offset: 0001:0008E452  Address: 0048f452  symbol£ºloc_48F452
seg:offset: 0001:0008E458  Address: 0048f458  symbol£ºloc_48F458
seg:offset: 0001:0008E45C  Address: 0048f45c  symbol£ºloc_48F45C
seg:offset: 0001:0008E492  Address: 0048f492  symbol£ºloc_48F492
seg:offset: 0001:0008E49A  Address: 0048f49a  symbol£ºloc_48F49A
seg:offset: 0001:0008E4BB  Address: 0048f4bb  symbol£ºloc_48F4BB
seg:offset: 0001:0008E50B  Address: 0048f50b  symbol£ºloc_48F50B
seg:offset: 0001:0008E511  Address: 0048f511  symbol£ºloc_48F511
seg:offset: 0001:0008E51F  Address: 0048f51f  symbol£ºloc_48F51F
seg:offset: 0001:0008E585  Address: 0048f585  symbol£ºloc_48F585
seg:offset: 0001:0008E591  Address: 0048f591  symbol£ºloc_48F591
seg:offset: 0001:0008E59C  Address: 0048f59c  symbol£ºcopy_environment<char>(char * * const)
seg:offset: 0001:0008E5B1  Address: 0048f5b1  symbol£ºloc_48F5B1
seg:offset: 0001:0008E5B9  Address: 0048f5b9  symbol£ºloc_48F5B9
seg:offset: 0001:0008E5C2  Address: 0048f5c2  symbol£ºloc_48F5C2
seg:offset: 0001:0008E5E0  Address: 0048f5e0  symbol£ºloc_48F5E0
seg:offset: 0001:0008E5E5  Address: 0048f5e5  symbol£ºloc_48F5E5
seg:offset: 0001:0008E62B  Address: 0048f62b  symbol£ºloc_48F62B
seg:offset: 0001:0008E636  Address: 0048f636  symbol£ºloc_48F636
seg:offset: 0001:0008E63B  Address: 0048f63b  symbol£ºloc_48F63B
seg:offset: 0001:0008E640  Address: 0048f640  symbol£ºloc_48F640
seg:offset: 0001:0008E64D  Address: 0048f64d  symbol£ºfind_in_environment_nolock<char>(char const * const,uint)
seg:offset: 0001:0008E665  Address: 0048f665  symbol£ºloc_48F665
seg:offset: 0001:0008E684  Address: 0048f684  symbol£ºloc_48F684
seg:offset: 0001:0008E68C  Address: 0048f68c  symbol£ºloc_48F68C
seg:offset: 0001:0008E693  Address: 0048f693  symbol£ºloc_48F693
seg:offset: 0001:0008E69A  Address: 0048f69a  symbol£ºloc_48F69A
seg:offset: 0001:0008E6A1  Address: 0048f6a1  symbol£º___dcrt_set_variable_in_narrow_environment_nolock
seg:offset: 0001:0008E6AC  Address: 0048f6ac  symbol£º___acrt_initialize_locks
seg:offset: 0001:0008E6B7  Address: 0048f6b7  symbol£ºloc_48F6B7
seg:offset: 0001:0008E6E0  Address: 0048f6e0  symbol£ºloc_48F6E0
seg:offset: 0001:0008E6EA  Address: 0048f6ea  symbol£ºloc_48F6EA
seg:offset: 0001:0008E6ED  Address: 0048f6ed  symbol£º___acrt_lock
seg:offset: 0001:0008E704  Address: 0048f704  symbol£º___acrt_uninitialize_locks
seg:offset: 0001:0008E706  Address: 0048f706  symbol£º___vcrt_uninitialize_locks_0
seg:offset: 0001:0008E71B  Address: 0048f71b  symbol£ºloc_48F71B
seg:offset: 0001:0008E731  Address: 0048f731  symbol£ºloc_48F731
seg:offset: 0001:0008E735  Address: 0048f735  symbol£º___acrt_unlock
seg:offset: 0001:0008E74C  Address: 0048f74c  symbol£º___acrt_lowio_create_handle_array
seg:offset: 0001:0008E76F  Address: 0048f76f  symbol£ºloc_48F76F
seg:offset: 0001:0008E77F  Address: 0048f77f  symbol£ºloc_48F77F
seg:offset: 0001:0008E7B7  Address: 0048f7b7  symbol£ºloc_48F7B7
seg:offset: 0001:0008E7C6  Address: 0048f7c6  symbol£º___acrt_lowio_destroy_handle_array
seg:offset: 0001:0008E7E1  Address: 0048f7e1  symbol£ºloc_48F7E1
seg:offset: 0001:0008E7EF  Address: 0048f7ef  symbol£ºloc_48F7EF
seg:offset: 0001:0008E7F8  Address: 0048f7f8  symbol£ºloc_48F7F8
seg:offset: 0001:0008E7FB  Address: 0048f7fb  symbol£º___acrt_lowio_ensure_fh_exists
seg:offset: 0001:0008E823  Address: 0048f823  symbol£ºloc_48F823
seg:offset: 0001:0008E82B  Address: 0048f82b  symbol£ºloc_48F82B
seg:offset: 0001:0008E842  Address: 0048f842  symbol£ºloc_48F842
seg:offset: 0001:0008E869  Address: 0048f869  symbol£ºloc_48F869
seg:offset: 0001:0008E875  Address: 0048f875  symbol£ºloc_48F875
seg:offset: 0001:0008E877  Address: 0048f877  symbol£ºloc_48F877
seg:offset: 0001:0008E884  Address: 0048f884  symbol£ºloc_48F884
seg:offset: 0001:0008E887  Address: 0048f887  symbol£ºloc_48F887
seg:offset: 0001:0008E88A  Address: 0048f88a  symbol£ºloc_48F88A
seg:offset: 0001:0008E893  Address: 0048f893  symbol£º___acrt_lowio_lock_fh
seg:offset: 0001:0008E8B6  Address: 0048f8b6  symbol£º___acrt_lowio_unlock_fh
seg:offset: 0001:0008E8D9  Address: 0048f8d9  symbol£º__free_osfhnd
seg:offset: 0001:0008E931  Address: 0048f931  symbol£ºloc_48F931
seg:offset: 0001:0008E936  Address: 0048f936  symbol£ºloc_48F936
seg:offset: 0001:0008E939  Address: 0048f939  symbol£ºloc_48F939
seg:offset: 0001:0008E93F  Address: 0048f93f  symbol£ºloc_48F93F
seg:offset: 0001:0008E94F  Address: 0048f94f  symbol£ºloc_48F94F
seg:offset: 0001:0008E965  Address: 0048f965  symbol£ºloc_48F965
seg:offset: 0001:0008E96A  Address: 0048f96a  symbol£º__get_osfhandle
seg:offset: 0001:0008E98C  Address: 0048f98c  symbol£ºloc_48F98C
seg:offset: 0001:0008E9B7  Address: 0048f9b7  symbol£ºloc_48F9B7
seg:offset: 0001:0008E9CF  Address: 0048f9cf  symbol£ºloc_48F9CF
seg:offset: 0001:0008E9D4  Address: 0048f9d4  symbol£º___acrt_locale_free_monetary
seg:offset: 0001:0008E9F7  Address: 0048f9f7  symbol£ºloc_48F9F7
